ID,,Time,Coordinates,Latitude,Longitude,Pedestrian strip width,Strip services ,Material,Status of maintenance,Continuity,Mobiles obstacles,Permanent obstacles,Vertical Obstacles,Street furniture,Trees,Planters,"Street lighting
714,,12/08/2022 13:10:30.776 CST,POINT Z (-99.14027262 19.42429526 0.000),19.42,-99.14,1 (mas de 1.8m),1 (si existe),1 (material que no resbale),0.5 (con grietas o levantamientos),0 (hay desniveles),1 (no hay obstaculos),1 (no hay obstaculos),1 (no hay obstaculos),0 (no hay bancas),0.5 (por lo menos la mitad de la acera tiene arboles),0 (menos de la mitad cuenta con jardineras),1 (hay postes que miran a la acera en todo el tramo),1 (al menos un local o comercio),1 (no existe o uno ocupa menos del 30% del lote),1 (la mayoria es visible),11,,,,
717,,12/08/2022 13:15:05.453 CST,POINT Z (-99.14151952 19.42439707 0.000),19.42,-99.14,1 (mas de 1.8m),1 (si existe),1 (material que no resbale),0.5 (con grietas o levantamientos),0 (hay desniveles),0 (hay obstaculos),1 (no hay obstaculos),1 (no hay obstaculos),1 (una o mas bancas),0.5 (por lo menos la mitad de la acera tiene arboles),0.5 (la mitad tiene jardineras),1 (hay postes que miran a la acera en todo el tramo),1 (al menos un local o comercio),0 (existe uno o mas que ocupan el 30% o mas),0.5 (mas de la mitad son visibles),10,,,,
721,,12/08/2022 13:25:12.029 CST,POINT Z (-99.14116479 19.42488053 0.000),19.42,-99.14,1 (mas de 1.8m),1 (si existe),1 (material que no resbale),0.5 (con grietas o levantamientos),0 (hay desniveles),1 (no hay obstaculos),1 (no hay obstaculos),1 (no hay obstaculos),1 (una o mas bancas),1 (toda la acera tiene arboles),0.5 (la mitad tiene jardineras),1 (hay postes que miran a la acera en todo el tramo),1 (al menos un local o comercio),0 (existe uno o mas que ocupan el 30% o mas),0.5 (mas de la mitad son visibles),11.5,,,,
723,,12/08/2022 13:29:02.276 CST,POINT Z (-99.13863648 19.42451185 0.000),19.42,-99.14,1 (mas de 1.8m),1 (si existe),1 (material que no resbale),0.5 (con grietas o levantamientos),0 (hay desniveles),1 (no hay obstaculos),1 (no hay obstaculos),1 (no hay obstaculos),0 (no hay bancas),0.5 (por lo menos la mitad de la acera tiene arboles),0.5 (la mitad tiene jardineras),1 (hay postes que miran a la acera en todo el tramo),1 (al menos un local o comercio),1 (no existe o uno ocupa menos del 30% del lote),0 (menos de la mitad son visibles),10.5,,,,
727,,12/08/2022 13:35:23.625 CST,POINT Z (-99.13642835 19.42432150 0.000),19.42,-99.14,1 (mas de 1.8m),1 (si existe),1 (material que no resbale),0.5 (con grietas o levantamientos),0 (hay desniveles),1 (no hay obstaculos),1 (no hay obstaculos),1 (no hay obstaculos),0 (no hay bancas),1 (toda la acera tiene arboles),0.5 (la mitad tiene jardineras),1 (hay postes que miran a la acera en todo el tramo),1 (al menos un local o comercio),0 (existe uno o mas que ocupan el 30% o mas),0.5 (mas de la mitad son visibles),10.5,,,,
733,,12/08/2022 13:45:20.779 CST,POINT Z (-99.13351145 19.42497507 0.000),19.42,-99.13,1 (mas de 1.8m),1 (si existe),1 (material que no resbale),1 (sin grietas o levantamientos),1 (no hay desniveles),0 (hay obstaculos),1 (no hay obstaculos),1 (no hay obstaculos),1 (una o mas bancas),0.5 (por lo menos la mitad de la acera tiene arboles),0.5 (la mitad tiene jardineras),1 (hay postes que miran a la acera en todo el tramo),1 (al menos un local o comercio),1 (no existe o uno ocupa menos del 30% del lote),1 (la mayoria es visible),13,,,,
738,,12/08/2022 13:51:17.217 CST,POINT Z (-99.13384136 19.42513380 0.000),19.43,-99.13,1 (mas de 1.8m),1 (si existe),1 (material que no resbale),0.5 (con grietas o levantamientos),0 (hay desniveles),1 (no hay obstaculos),1 (no hay obstaculos),1 (no hay obstaculos),0 (no hay bancas),0.5 (por lo menos la mitad de la acera tiene arboles),0 (menos de la mitad cuenta con jardineras),1 (hay postes que miran a la acera en todo el tramo),1 (al menos un local o comercio),0 (existe uno o mas que ocupan el 30% o mas),1 (la mayoria es visible),10,,,,
745,,12/09/2022 09:31:17.789 CST,POINT Z (-99.13293209 19.43102275 0.000),19.43,-99.13,0 (menos de 1.2 m),1 (si existe),1 (material que no resbale),1 (sin grietas o levantamientos),0 (hay desniveles),1 (no hay obstaculos),1 (no hay obstaculos),1 (no hay obstaculos),0 (no hay bancas),0 (menos de la mitad tiene arboles,0 (menos de la mitad cuenta con jardineras),1 (hay postes que miran a la acera en todo el tramo),1 (al menos un local o comercio),0 (existe uno o mas que ocupan el 30% o mas),1 (la mayoria es visible),9,,,,
746,,12/09/2022 09:31:18.714 CST,POINT Z (-99.13293645 19.43072618 0.000),19.43,-99.13,0.5 (1.2 m a 1.8m),1 (si existe),1 (material que no resbale),1 (sin grietas o levantamientos),1 (no hay desniveles),1 (no hay obstaculos),1 (no hay obstaculos),1 (no hay obstaculos),0 (no hay bancas),0 (menos de la mitad tiene arboles,0 (menos de la mitad cuenta con jardineras),1 (hay postes que miran a la acera en todo el tramo),1 (al menos un local o comercio),1 (no existe o uno ocupa menos del 30% del lote),1 (la mayoria es visible),11.5,,,,
747,,12/09/2022 09:31:20.892 CST,POINT Z (-99.13257033 19.43033664 0.000),19.43,-99.13,1 (mas de 1.8m),1 (si existe),1 (material que no resbale),1 (sin grietas o levantamientos),1 (no hay desniveles),1 (no hay obstaculos),1 (no hay obstaculos),1 (no hay obstaculos),0 (no hay bancas),1 (toda la acera tiene arboles),0.5 (la mitad tiene jardineras),1 (hay postes que miran a la acera en todo el tramo),1 (al menos un local o comercio),1 (no existe o uno ocupa menos del 30% del lote),1 (la mayoria es visible),13.5,,,,
748,,12/09/2022 09:31:22.113 CST,POINT Z (-99.13229674 19.43030755 0.000),19.43,-99.13,1 (mas de 1.8m),1 (si existe),1 (material que no resbale),1 (sin grietas o levantamientos),1 (no hay desniveles),1 (no hay obstaculos),1 (no hay obstaculos),1 (no hay obstaculos),1 (una o mas bancas),1 (toda la acera tiene arboles),0.5 (la mitad tiene jardineras),1 (hay postes que miran a la acera en todo el tramo),1 (al menos un local o comercio),1 (no existe o uno ocupa menos del 30% del lote),1 (la mayoria es visible),14.5,,,,
758,,12/09/2022 09:41:28.299 CST,POINT Z (-99.13257670 19.42968056 0.000),19.43,-99.13,0.5 (1.2 m a 1.8m),1 (si existe),1 (material que no resbale),1 (sin grietas o levantamientos),1 (no hay desniveles),1 (no hay obstaculos),1 (no hay obstaculos),1 (no hay obstaculos),0 (no hay bancas),1 (toda la acera tiene arboles),0 (menos de la mitad cuenta con jardineras),1 (hay postes que miran a la acera en todo el tramo),1 (al menos un local o comercio),1 (no existe o uno ocupa menos del 30% del lote),1 (la mayoria es visible),12.5,,,,
759,,12/09/2022 09:41:37.300 CST,POINT Z (-99.13244963 19.42946303 0.000),19.43,-99.13,1 (mas de 1.8m),1 (si existe),1 (material que no resbale),1 (sin grietas o levantamientos),1 (no hay desniveles),1 (no hay obstaculos),1 (no hay obstaculos),1 (no hay obstaculos),0 (no hay bancas),1 (toda la acera tiene arboles),0 (menos de la mitad cuenta con jardineras),1 (hay postes que miran a la acera en todo el tramo),1 (al menos un local o comercio),1 (no existe o uno ocupa menos del 30% del lote),1 (la mayoria es visible),13,,,,
760,,12/09/2022 09:41:38.989 CST,POINT Z (-99.13286436 19.42954714 0.000),19.43,-99.13,0 (menos de 1.2 m),1 (si existe),1 (material que no resbale),0 (superficie deteriorada),1 (no hay desniveles),1 (no hay obstaculos),1 (no hay obstaculos),1 (no hay obstaculos),0 (no hay bancas),0 (menos de la mitad tiene arboles,0 (menos de la mitad cuenta con jardineras),1 (hay postes que miran a la acera en todo el tramo),1 (al menos un local o comercio),0 (existe uno o mas que ocupan el 30% o mas),1 (la mayoria es visible),9,,,,
761,,12/09/2022 09:41:47.403 CST,POINT Z (-99.13318757 19.42937197 0.000),19.43,-99.13,0.5 (1.2 m a 1.8m),1 (si existe),1 (material que no resbale),1 (sin grietas o levantamientos),1 (no hay desniveles),1 (no hay obstaculos),1 (no hay obstaculos),1 (no hay obstaculos),0 (no hay bancas),0 (menos de la mitad tiene arboles,0 (menos de la mitad cuenta con jardineras),1 (hay postes que miran a la acera en todo el tramo),1 (al menos un local o comercio),1 (no existe o uno ocupa menos del 30% del lote),1 (la mayoria es visible),11.5,,,,
774,,12/09/2022 09:58:34.806 CST,POINT Z (-99.13255289 19.42855653 0.000),19.43,-99.13,1 (mas de 1.8m),1 (si existe),1 (material que no resbale),1 (sin grietas o levantamientos),1 (no hay desniveles),1 (no hay obstaculos),1 (no hay obstaculos),1 (no hay obstaculos),0 (no hay bancas),1 (toda la acera tiene arboles),0 (menos de la mitad cuenta con jardineras),1 (hay postes que miran a la acera en todo el tramo),1 (al menos un local o comercio),1 (no existe o uno ocupa menos del 30% del lote),1 (la mayoria es visible),13,,,,
775,,12/09/2022 09:58:41.061 CST,POINT Z (-99.13275473 19.42864222 0.000),19.43,-99.13,0.5 (1.2 m a 1.8m),1 (si existe),1 (material que no resbale),1 (sin grietas o levantamientos),1 (no hay desniveles),1 (no hay obstaculos),1 (no hay obstaculos),1 (no hay obstaculos),0 (no hay bancas),0.5 (por lo menos la mitad de la acera tiene arboles),0 (menos de la mitad cuenta con jardineras),1 (hay postes que miran a la acera en todo el tramo),1 (al menos un local o comercio),1 (no existe o uno ocupa menos del 30% del lote),1 (la mayoria es visible),12.5,,,,
776,,12/09/2022 09:58:49.656 CST,POINT Z (-99.13334213 19.42842595 0.000),19.43,-99.13,1 (mas de 1.8m),1 (si existe),1 (material que no resbale),1 (sin grietas o levantamientos),1 (no hay desniveles),1 (no hay obstaculos),1 (no hay obstaculos),1 (no hay obstaculos),0 (no hay bancas),1 (toda la acera tiene arboles),0 (menos de la mitad cuenta con jardineras),1 (hay postes que miran a la acera en todo el tramo),1 (al menos un local o comercio),1 (no existe o uno ocupa menos del 30% del lote),1 (la mayoria es visible),13,,,,
777,,12/09/2022 09:58:51.548 CST,POINT Z (-99.13327206 19.42813316 0.000),19.43,-99.13,0.5 (1.2 m a 1.8m),1 (si existe),1 (material que no resbale),1 (sin grietas o levantamientos),1 (no hay desniveles),1 (no hay obstaculos),1 (no hay obstaculos),1 (no hay obstaculos),0 (no hay bancas),0.5 (por lo menos la mitad de la acera tiene arboles),0 (menos de la mitad cuenta con jardineras),1 (hay postes que miran a la acera en todo el tramo),1 (al menos un local o comercio),1 (no existe o uno ocupa menos del 30% del lote),1 (la mayoria es visible),12,,,,
778,,12/09/2022 10:04:13.653 CST,POINT Z (-99.13408443 19.42794471 0.000),19.43,-99.13,1 (mas de 1.8m),1 (si existe),1 (material que no resbale),1 (sin grietas o levantamientos),1 (no hay desniveles),1 (no hay obstaculos),1 (no hay obstaculos),1 (no hay obstaculos),0 (no hay bancas),1 (toda la acera tiene arboles),1 (toda la acera tiene jardineras),1 (hay postes que miran a la acera en todo el tramo),1 (al menos un local o comercio),1 (no existe o uno ocupa menos del 30% del lote),1 (la mayoria es visible),14,,,,
779,,12/09/2022 10:04:14.443 CST,POINT Z (-99.13392551 19.42794693 0.000),19.43,-99.13,1 (mas de 1.8m),1 (si existe),1 (material que no resbale),1 (sin grietas o levantamientos),1 (no hay desniveles),1 (no hay obstaculos),1 (no hay obstaculos),1 (no hay obstaculos),0 (no hay bancas),1 (toda la acera tiene arboles),1 (toda la acera tiene jardineras),1 (hay postes que miran a la acera en todo el tramo),1 (al menos un local o comercio),1 (no existe o uno ocupa menos del 30% del lote),1 (la mayoria es visible),14,,,,
780,,12/09/2022 10:07:07.693 CST,POINT Z (-99.13427990 19.42718429 0.000),19.43,-99.13,1 (mas de 1.8m),1 (si existe),1 (material que no resbale),1 (sin grietas o levantamientos),1 (no hay desniveles),1 (no hay obstaculos),1 (no hay obstaculos),1 (no hay obstaculos),0 (no hay bancas),1 (toda la acera tiene arboles),1 (toda la acera tiene jardineras),1 (hay postes que miran a la acera en todo el tramo),1 (al menos un local o comercio),1 (no existe o uno ocupa menos del 30% del lote),1 (la mayoria es visible),14,,,,
781,,12/09/2022 10:07:11.383 CST,POINT Z (-99.13401168 19.42716373 0.000),19.43,-99.13,1 (mas de 1.8m),1 (si existe),1 (material que no resbale),1 (sin grietas o levantamientos),1 (no hay desniveles),1 (no hay obstaculos),1 (no hay obstaculos),1 (no hay obstaculos),0 (no hay bancas),1 (toda la acera tiene arboles),1 (toda la acera tiene jardineras),1 (hay postes que miran a la acera en todo el tramo),1 (al menos un local o comercio),1 (no existe o uno ocupa menos del 30% del lote),1 (la mayoria es visible),14,,,,
787,,12/09/2022 10:13:49.807 CST,POINT Z (-99.13433623 19.42634607 0.000),19.43,-99.13,1 (mas de 1.8m),1 (si existe),1 (material que no resbale),1 (sin grietas o levantamientos),1 (no hay desniveles),1 (no hay obstaculos),1 (no hay obstaculos),1 (no hay obstaculos),0 (no hay bancas),1 (toda la acera tiene arboles),0 (menos de la mitad cuenta con jardineras),1 (hay postes que miran a la acera en todo el tramo),1 (al menos un local o comercio),1 (no existe o uno ocupa menos del 30% del lote),1 (la mayoria es visible),13,,,,
788,,12/09/2022 10:20:24.895 CST,POINT Z (-99.13371328 19.42582088 0.000),19.43,-99.13,1 (mas de 1.8m),1 (si existe),1 (material que no resbale),1 (sin grietas o levantamientos),1 (no hay desniveles),1 (no hay obstaculos),1 (no hay obstaculos),1 (no hay obstaculos),0 (no hay bancas),0.5 (por lo menos la mitad de la acera tiene arboles),0 (menos de la mitad cuenta con jardineras),1 (hay postes que miran a la acera en todo el tramo),1 (al menos un local o comercio),1 (no existe o uno ocupa menos del 30% del lote),1 (la mayoria es visible),12.5,,,,
789,,12/09/2022 10:20:27.411 CST,POINT Z (-99.13327474 19.42557077 0.000),19.43,-99.13,1 (mas de 1.8m),1 (si existe),1 (material que no resbale),1 (sin grietas o levantamientos),1 (no hay desniveles),1 (no hay obstaculos),1 (no hay obstaculos),1 (no hay obstaculos),0 (no hay bancas),0.5 (por lo menos la mitad de la acera tiene arboles),0 (menos de la mitad cuenta con jardineras),1 (hay postes que miran a la acera en todo el tramo),1 (al menos un local o comercio),1 (no existe o uno ocupa menos del 30% del lote),1 (la mayoria es visible),12.5,,,,
795,,12/09/2022 10:33:58.452 CST,POINT Z (-99.13186289 19.42411313 0.000),19.42,-99.13,1 (mas de 1.8m),1 (si existe),1 (material que no resbale),1 (sin grietas o levantamientos),0 (hay desniveles),1 (no hay obstaculos),1 (no hay obstaculos),1 (no hay obstaculos),1 (una o mas bancas),0 (menos de la mitad tiene arboles,0 (menos de la mitad cuenta con jardineras),1 (hay postes que miran a la acera en todo el tramo),0 (no existen locales),0 (existe uno o mas que ocupan el 30% o mas),0 (menos de la mitad son visibles),9,,,,
796,,12/09/2022 10:33:59.734 CST,POINT Z (-99.13157187 19.42404357 0.000),19.42,-99.13,0.5 (1.2 m a 1.8m),1 (si existe),1 (material que no resbale),1 (sin grietas o levantamientos),0 (hay desniveles),1 (no hay obstaculos),1 (no hay obstaculos),1 (no hay obstaculos),0 (no hay bancas),0 (menos de la mitad tiene arboles,0 (menos de la mitad cuenta con jardineras),1 (hay postes que miran a la acera en todo el tramo),0 (no existen locales),1 (no existe o uno ocupa menos del 30% del lote),0 (menos de la mitad son visibles),8.5,,,,
809,,12/09/2022 10:46:17.723 CST,POINT Z (-99.13062572 19.42455074 0.000),19.42,-99.13,1 (mas de 1.8m),1 (si existe),1 (material que no resbale),0.5 (con grietas o levantamientos),1 (no hay desniveles),0 (hay obstaculos),1 (no hay obstaculos),1 (no hay obstaculos),0 (no hay bancas),0.5 (por lo menos la mitad de la acera tiene arboles),0 (menos de la mitad cuenta con jardineras),1 (hay postes que miran a la acera en todo el tramo),1 (al menos un local o comercio),0 (existe uno o mas que ocupan el 30% o mas),1 (la mayoria es visible),10,,,,
827,,12/09/2022 11:04:43.988 CST,POINT Z (-99.12983481 19.42600048 0.000),19.43,-99.13,0.5 (1.2 m a 1.8m),1 (si existe),1 (material que no resbale),0.5 (con grietas o levantamientos),0 (hay desniveles),0 (hay obstaculos),1 (no hay obstaculos),1 (no hay obstaculos),0 (no hay bancas),0 (menos de la mitad tiene arboles,0.5 (la mitad tiene jardineras),1 (hay postes que miran a la acera en todo el tramo),1 (al menos un local o comercio),0 (existe uno o mas que ocupan el 30% o mas),1 (la mayoria es visible),8.5,,,,
828,,12/09/2022 11:04:46.521 CST,POINT Z (-99.12930943 19.42451311 0.000),19.42,-99.13,0.5 (1.2 m a 1.8m),1 (si existe),1 (material que no resbale),0.5 (con grietas o levantamientos),0 (hay desniveles),0 (hay obstaculos),1 (no hay obstaculos),1 (no hay obstaculos),0 (no hay bancas),0 (menos de la mitad tiene arboles,0 (menos de la mitad cuenta con jardineras),1 (hay postes que miran a la acera en todo el tramo),1 (al menos un local o comercio),0 (existe uno o mas que ocupan el 30% o mas),1 (la mayoria es visible),8,,,,
829,,12/09/2022 11:06:01.426 CST,POINT Z (-99.12895203 19.42448814 0.000),19.42,-99.13,0.5 (1.2 m a 1.8m),1 (si existe),1 (material que no resbale),0.5 (con grietas o levantamientos),0 (hay desniveles),0 (hay obstaculos),1 (no hay obstaculos),1 (no hay obstaculos),0 (no hay bancas),0 (menos de la mitad tiene arboles,0 (menos de la mitad cuenta con jardineras),1 (hay postes que miran a la acera en todo el tramo),1 (al menos un local o comercio),0 (existe uno o mas que ocupan el 30% o mas),0 (menos de la mitad son visibles),7,,,,
1291,,12/13/2022 15:39:30.926 CST,POINT Z (-99.13579300 19.42968752 0.000),19.43,-99.14,1 (mas de 1.8m),1 (si existe),1 (material que no resbale),1 (sin grietas o levantamientos),0 (hay desniveles),0 (hay obstaculos),1 (no hay obstaculos),1 (no hay obstaculos),0 (no hay bancas),0 (menos de la mitad tiene arboles,0 (menos de la mitad cuenta con jardineras),1 (hay postes que miran a la acera en todo el tramo),1 (al menos un local o comercio),0 (existe uno o mas que ocupan el 30% o mas),1 (la mayoria es visible),9,,,,
1292,,12/13/2022 15:39:31.883 CST,POINT Z (-99.13569812 19.42938209 0.000),19.43,-99.14,1 (mas de 1.8m),1 (si existe),1 (material que no resbale),1 (sin grietas o levantamientos),0 (hay desniveles),0 (hay obstaculos),1 (no hay obstaculos),1 (no hay obstaculos),0 (no hay bancas),0 (menos de la mitad tiene arboles,0 (menos de la mitad cuenta con jardineras),1 (hay postes que miran a la acera en todo el tramo),1 (al menos un local o comercio),1 (no existe o uno ocupa menos del 30% del lote),1 (la mayoria es visible),10,,,,
1301,,12/13/2022 15:48:13.488 CST,POINT Z (-99.13495984 19.42892710 0.000),19.43,-99.13,1 (mas de 1.8m),1 (si existe),1 (material que no resbale),1 (sin grietas o levantamientos),1 (no hay desniveles),1 (no hay obstaculos),1 (no hay obstaculos),1 (no hay obstaculos),0 (no hay bancas),0.5 (por lo menos la mitad de la acera tiene arboles),0 (menos de la mitad cuenta con jardineras),1 (hay postes que miran a la acera en todo el tramo),1 (al menos un local o comercio),1 (no existe o uno ocupa menos del 30% del lote),1 (la mayoria es visible),12.5,,,,
1302,,12/13/2022 15:48:15.149 CST,POINT Z (-99.13474359 19.42889801 0.000),19.43,-99.13,1 (mas de 1.8m),1 (si existe),1 (material que no resbale),1 (sin grietas o levantamientos),1 (no hay desniveles),1 (no hay obstaculos),1 (no hay obstaculos),1 (no hay obstaculos),0 (no hay bancas),0.5 (por lo menos la mitad de la acera tiene arboles),0 (menos de la mitad cuenta con jardineras),1 (hay postes que miran a la acera en todo el tramo),1 (al menos un local o comercio),1 (no existe o uno ocupa menos del 30% del lote),1 (la mayoria es visible),12.5,,,,
1304,,12/13/2022 15:51:38.498 CST,POINT Z (-99.13509127 19.42804400 0.000),19.43,-99.14,1 (mas de 1.8m),1 (si existe),1 (material que no resbale),1 (sin grietas o levantamientos),1 (no hay desniveles),1 (no hay obstaculos),1 (no hay obstaculos),0 (hay obstaculos),0 (no hay bancas),0.5 (por lo menos la mitad de la acera tiene arboles),0 (menos de la mitad cuenta con jardineras),1 (hay postes que miran a la acera en todo el tramo),1 (al menos un local o comercio),1 (no existe o uno ocupa menos del 30% del lote),1 (la mayoria es visible),11.5,,,,
1305,,12/13/2022 15:51:39.351 CST,POINT Z (-99.13494743 19.42807846 0.000),19.43,-99.13,1 (mas de 1.8m),1 (si existe),1 (material que no resbale),1 (sin grietas o levantamientos),1 (no hay desniveles),1 (no hay obstaculos),1 (no hay obstaculos),1 (no hay obstaculos),0 (no hay bancas),0.5 (por lo menos la mitad de la acera tiene arboles),0 (menos de la mitad cuenta con jardineras),1 (hay postes que miran a la acera en todo el tramo),1 (al menos un local o comercio),1 (no existe o uno ocupa menos del 30% del lote),1 (la mayoria es visible),12.5,,,,
1307,,12/13/2022 15:55:26.227 CST,POINT Z (-99.13518380 19.42725258 0.000),19.43,-99.14,1 (mas de 1.8m),1 (si existe),1 (material que no resbale),0.5 (con grietas o levantamientos),0 (hay desniveles),1 (no hay obstaculos),1 (no hay obstaculos),1 (no hay obstaculos),1 (una o mas bancas),0.5 (por lo menos la mitad de la acera tiene arboles),0 (menos de la mitad cuenta con jardineras),1 (hay postes que miran a la acera en todo el tramo),1 (al menos un local o comercio),0 (existe uno o mas que ocupan el 30% o mas),1 (la mayoria es visible),11,,,,
1308,,12/13/2022 15:55:27.674 CST,POINT Z (-99.13500510 19.42735060 0.000),19.43,-99.14,1 (mas de 1.8m),1 (si existe),1 (material que no resbale),1 (sin grietas o levantamientos),0 (hay desniveles),1 (no hay obstaculos),1 (no hay obstaculos),1 (no hay obstaculos),1 (una o mas bancas),0.5 (por lo menos la mitad de la acera tiene arboles),0 (menos de la mitad cuenta con jardineras),1 (hay postes que miran a la acera en todo el tramo),1 (al menos un local o comercio),0 (existe uno o mas que ocupan el 30% o mas),1 (la mayoria es visible),11.5,,,,
